index,GSM1050643,GSM1050644,GSM1050645,GSM1050646,GSM1050647,GSM1050648,GSM1050649,GSM1050650,GSM1050651,GSM1050652,GSM1050653,GSM1050654,GSM1050655,GSM1050656,GSM1050657,GSM1050658,GSM1050659,GSM1050660,GSM1050661,GSM1050662,GSM1050663,GSM1050664,GSM1050665,GSM1050666,GSM1050667
EIF4H,7.525008,9.11103,9.174555,8.624959,9.240373,8.379373,8.541394,8.863712,9.045542,8.991364,7.841417,9.159569,8.886375,8.307679,9.205721,8.466487,8.389205,9.257373,8.953742,8.833113,9.05141,9.034845,9.040377,8.680843,9.137637
EIF5,32.890055,35.731396000000004,36.797861999999995,36.98383,40.424004,36.729423,35.574791,37.606739999999995,38.238049,38.275375,35.303804,38.074501999999995,36.577573,37.652981,40.721905,33.095236,36.610411000000006,40.83670600000001,37.384189,41.147482,41.181287999999995,38.219179,42.593562000000006,35.446456999999995,37.119195
EIF5A,20.667948000000003,25.858621,22.201005,23.665076999999997,20.367143000000002,23.451977,18.804949999999998,25.377664,21.189661,23.119301,20.150959999999998,23.879039,24.77216,21.172159,23.961834,22.661115000000002,22.651643,22.394907,21.498322,25.178867,24.477237000000002,22.807299999999998,24.868062000000002,21.506312,26.18425
EIF5A2,3.722674,3.600698,3.402499,3.674152,3.5062,3.677455,4.370042,3.555089,3.870282,3.476326,3.646346,3.48058,3.513437,3.608544,3.537718,3.550722,3.520702,3.415987,3.609829,3.497071,3.563706,3.684026,3.613047,3.484286,3.373815
EIF5B,34.38198799999999,33.118303000000004,35.91815,35.038694,34.040016,32.683567000000004,38.12886,33.671498,33.498118,33.883838,33.164387,37.241292,34.599468,34.541261999999996,32.654666999999996,33.90476099999999,31.812312,34.207763,33.147822,33.556854,34.239405000000005,31.94704,36.254090000000005,37.465143,34.743266
EIF6,7.578782,8.157396,8.716029,9.079234,9.80725,7.958776,8.01091,8.725277,8.785684,9.185124,8.611491,9.070823,8.141549,8.32265,8.665679,8.495165,7.959586,8.732667,8.425329,9.419374,8.482163,8.888686,9.474675,8.431252,8.784748
ELAC1,3.725879,3.633696,3.546907,3.762651,3.461769,3.700942,4.080591,3.571997,3.638621,3.62137,3.674802,3.529379,3.618755,3.704789,3.701382,3.691392,3.807317,3.757822,3.590309,3.516054,3.786327,3.881204,3.493673,3.816477,3.687092
ELAC2,12.235975,12.419263,11.677707999999999,11.604544,11.69463,11.792589,11.440313,11.851488,10.940263,12.181966,11.679555,11.766487000000001,12.004979,11.969311999999999,11.792511000000001,12.68117,12.025289,11.826978,11.387737999999999,12.210252,12.06559,12.255609,12.441765,11.726823,11.982958
ELANE,4.420538,4.201478,4.253929,4.51976,4.217311,4.621575,4.301374,4.326558,4.305812,4.422445,4.570494,4.367976,4.35457,4.381689,4.321373,4.373631,4.770489,4.357469,4.518582,4.581242,4.422542,4.450838,4.370129,4.373631,4.148413
ELAVL1,13.569749,16.067349,16.504472,15.169266,16.956017,14.533314,14.083686,15.352475,16.069231000000002,15.810036,14.791015999999999,16.020062,15.687531,16.128109000000002,16.166036,15.632552999999998,14.856902999999999,15.146297,15.742887,15.218964999999999,16.616727,15.031182,15.823024,15.438717999999998,16.777732
ELAVL2,4.053433,3.684237,3.704546,3.842079,3.700659,3.927123,5.106112,3.872927,4.12778,3.641786,4.13496,3.672746,3.732863,3.470442,3.757963,3.788438,3.650955,3.697393,3.78402,3.839457,3.836452,3.688296,3.69365,3.754809,3.705354
ELAVL3,6.067868,6.255132,5.936084,5.969485,5.660334,6.212972,5.998903,5.991624,5.360191,5.942077,6.691557,5.690526,5.806905,5.92278,6.168482,5.902256,6.5384,6.069335,6.204486,6.221594,5.915485,6.064296,5.867719,6.107367,5.621867
ELAVL4,5.354738,4.870922,4.508489,4.814267,4.571228,4.548252,5.058932,4.547239,4.722632,4.491003,4.594864,4.663965,4.792015,4.489742,4.672003,4.797739,4.761272,4.537654,4.774035,4.674546,4.534961,4.617039,4.486328,4.644348,4.361891
ELF1,13.406856000000001,14.787442,14.651286,13.340807999999999,15.074271,16.029433,13.950534999999999,13.814993999999999,13.713104,14.214997,16.740999,16.346349,13.715962000000001,15.270136,15.413727,13.742104999999999,15.143043,14.676373,14.838045000000001,14.614782,14.761629,14.866164,15.221604,13.748566,15.593240999999999
ELF2,10.798776,11.973036,11.222247,10.719791,11.728955,10.517516,10.936891,11.073063000000001,11.133397,10.415056,11.453464,10.917876,11.129376,11.088709999999999,11.066728999999999,10.311236000000001,10.255144000000001,10.532028,11.208081,11.682122,11.429257,10.598919,11.034403000000001,11.242837,11.944899
ELF3,14.496918,13.965686,16.279991000000003,14.578856,14.262784,13.372283,13.869295000000001,14.623156999999999,13.513273,14.239843,14.260043,14.495531,13.648478,13.268571,13.011918000000001,14.298832999999998,12.721332,14.327736,13.94088,15.043726,14.631019,13.556964,13.647036,13.08564,14.215475999999999
ELF4,12.162258999999999,11.384912,12.076005,11.902533,12.552339,13.134581,11.453955,12.096959,11.596309999999999,12.305765000000001,12.164584999999999,11.635697,12.482277,12.918738,11.655595,12.01473,12.930374,12.888677,12.994279,11.037019,11.358138,11.888200000000001,11.43119,12.11139,14.177682
ELF5,12.747014,11.365986,10.927556,10.542016,10.121047,10.779845,11.774097,12.968548,12.280151,12.115075000000001,10.414555,12.834655,12.117628,10.392274,11.110752000000002,11.04324,11.100437,10.685351,10.718613000000001,10.812542,12.832875000000001,10.531658,14.042247,11.360459,10.771581
ELK1,20.190619,19.910662000000002,19.017221,19.8101,19.672926,19.904117,20.019588,19.509894000000003,20.009689,19.964795,19.405764,19.080962,20.162902,19.0654,19.031572,19.577122000000003,19.537335,19.249843000000002,19.32043,19.344831,19.140105,19.71824,18.943519000000002,19.535438,19.601251
ELK2AP,7.205993,7.103475,6.490804,6.973103,6.842516,7.004007,7.161755,6.773842,7.087512,6.790132,7.01532,6.594555,6.811759,6.46021,6.366212,6.631459,7.232551,6.837676,6.940685,6.754825,6.427848,6.710603,6.402414,6.692446,6.676836
ELK3,11.144501,10.117304,10.550893,10.059329,10.611432,11.823813999999999,11.668472000000001,11.05058,10.660039,10.928835,10.850591999999999,10.42989,10.85857,10.891313,9.470019,10.531892,11.503295999999999,10.779187,10.993144000000001,9.412407,12.084947,10.59826,10.611234,10.940788000000001,11.656497
ELK4,15.602430000000002,14.492787,14.127305,14.287551,14.219148,14.820442,15.324015,14.861212,14.627163,14.099286,14.250951999999998,14.902075,14.234252999999999,14.505883,13.961701000000001,14.641866999999998,14.507093,14.418064999999999,14.365742000000001,14.898793999999999,14.226461,14.683855,13.980111999999998,14.587585,14.522412
ELL,10.606171,10.371589,10.799421,10.63187,10.678196,11.104937,10.368314999999999,10.332974,9.929903,10.609682,10.377696,10.371414,10.57532,10.563198,10.600772,10.536755,10.780094,10.598379000000001,10.683627,10.859197,10.621315,10.745733999999999,10.095667,10.509681,10.116695
ELL2,11.246797,11.368306,9.92736,12.072323,10.235177,11.045214999999999,11.072339,10.482553,12.085628,11.696839,10.536551,10.449461,10.564094,11.004031000000001,10.715057,10.431031,11.044097,11.212492000000001,11.606845,11.002714,11.565602,12.132733,10.447348,10.564245,10.870830999999999
ELL2P3 /// ELL2P3,4.522604,4.169503,4.135867,4.181745,4.096816,4.473456,4.672998,4.013372,4.402042,4.218997,4.116345,4.200426,4.217296,4.090898,4.137363,4.187561,4.253105,3.992635,4.177894,4.11802,4.313046,4.278646,4.278646,4.220715,4.043687
ELL3,12.794269,12.44202,13.653443,12.778762,11.685366,11.945908,11.885292,12.493013999999999,13.386519,12.925416,11.931991,14.653497000000002,14.012751000000002,11.64653,12.586825000000001,13.901761,11.132499,11.763276999999999,11.378073,13.218019,12.05025,13.11413,14.038512,12.311429,11.075212
ELMO1,5.891026,5.843778,5.602993,5.496596,5.594222,6.52132,5.551485,5.580605,6.170055,5.551356,5.463197,5.210614,5.659531,6.245166,5.496961,5.441316,6.217146,5.463403,5.681234,5.407308,5.358406,5.966279,5.448565,5.621413,5.675224
ELMO2,17.208592,17.936563999999997,20.0677,20.21404,18.795043999999997,18.12044,18.076222,19.135682000000003,18.946581000000002,18.566643,18.152998,20.246982,19.232062,21.075664000000003,18.710342,19.684814,17.936024,18.825562,18.773552000000002,18.112153,19.894917000000003,20.517032,22.450476000000002,17.741739000000003,20.058068
ELMO3,6.712101,5.565435,6.770586,5.620465,6.676387,5.609221,6.03087,6.001464,6.624935,6.234853,6.845728,6.1434,5.194091,5.618111,6.74769,6.185593,5.167656,6.500274,6.567662,6.518784,5.748643,5.656116,6.268833,6.102974,6.991234
ELN,11.895728,11.160796000000001,11.49683,11.664593,11.027773,11.702721,10.603109,10.984114,11.212981,11.577034000000001,11.614889999999999,11.278597000000001,11.593179,11.399104000000001,11.49069,11.461791,11.986668000000002,11.609749,11.599006,11.332545,11.280573,11.923653999999999,11.099603,11.383913,16.299713
ELOVL1 /// MIR6734,12.439313,14.665452,16.117468,13.958483000000001,14.448044,16.347792,16.055970000000002,13.714428999999999,13.45265,14.614262,13.649389,18.078483,15.195127,14.400756000000001,15.617782,14.907817,14.277738,15.538348,14.606659,14.721776,14.693439,14.509896,15.747278000000001,14.649840000000001,15.559398999999999
ELOVL2,10.517312,9.582726000000001,8.860764,9.295494999999999,9.124233,9.158548,10.229923,8.833064,9.681631,9.145878,12.073209,15.906234999999999,9.089794,8.803519999999999,9.464029,9.554656000000001,8.941559,9.375174999999999,9.307822,9.793788,9.516462,9.471544,9.321051,10.007421,8.976611
ELOVL4,3.363898,3.649706,3.1998,3.530422,3.227131,3.360068,3.74033,3.269369,3.364044,3.281004,3.301661,3.22511,3.364964,3.321279,3.343383,3.331377,3.315307,3.360317,3.426547,3.330253,3.472859,3.516676,3.372293,3.420006,3.210068
ELOVL5,20.428219,19.904168,20.233497,20.184131,19.301089,20.235062,19.221165,19.889097,19.809922,23.509314,20.989077,19.132604,20.602884,20.173562,18.191551999999998,19.824449,19.107923,19.372249999999998,18.760866999999998,20.68673,20.03579,20.074635999999998,23.08831,21.14664,18.024998
ELOVL6,8.609009,9.113169,8.813964,9.787823,9.472743000000001,7.457491,9.220523,8.894228,10.42335,7.745773,8.203692,7.965095,9.652155,8.914436,10.273563,8.147391,8.780049,9.934291,9.305646,9.081032,9.65749,8.664106,9.910274000000001,9.161504,9.288787
ELP3,5.126766,5.083884,5.045614,5.424853,5.378845,5.299208,5.006219,5.645878,4.974574,5.004213,5.3623,5.267329,4.878119,5.642103,5.684452,5.524765,5.180681,4.803265,5.236626,5.387018,5.189456,5.522465,5.037542,4.717296,5.102167
ELP4,6.066306,6.220934,6.421827,6.450131,7.190796,6.169794,6.276796,6.580885,6.533103,7.721726,6.128213,8.191982,6.198481,6.896574,6.333255,5.917858,6.354196,6.454426,6.198526,6.764056,6.159814,6.375908,6.689703,6.161683,6.277886
ELP5,6.361971,7.274685,6.74944,6.919436,8.609983,6.794799,6.803825,6.420899,7.548765,7.311244,6.36516,7.857777,7.491804,6.261215,7.48015,6.493939,7.031926,6.311176,6.824601,6.578863,6.27968,6.77648,7.231183,5.478808,6.38289
ELP6,5.483809,5.007558,4.68,4.807566,4.705176,5.048096,4.619001,4.988464,4.852978,4.675376,4.743182,4.672889,4.739175,4.706151,4.687191,5.071435,5.137272,4.829603,4.852978,4.764358,4.692808,4.925264,4.576392,5.021076,4.525521
ELSPBP1,5.829412,5.4655,5.221379,5.379031,5.170527,5.438515,5.800172,4.959585,5.412093,5.338682,5.517327,5.288665,5.468065,5.048524,5.362298,5.33235,5.588216,5.524155,5.334304,5.334304,5.272389,5.336466,5.15947,5.542804,5.03479
ELTD1,3.719278,3.502291,3.299107,3.543584,3.429448,3.515582,3.628424,3.547099,3.630702,3.382988,3.463713,3.30991,3.642927,3.557817,3.390587,3.552065,3.396533,3.576229,3.590656,3.264834,3.677355,3.491787,3.711472,3.794946,3.371381
EMC1,22.938342,23.835680000000004,23.621727999999997,21.971469,21.820725999999997,21.831970999999996,23.190504,21.869904000000002,22.927643000000003,21.871729000000002,21.267645,21.632541,21.970472,21.841906,22.177493,22.778751,21.950891000000002,21.167334,21.479143,23.283051999999998,22.815593999999997,22.940489,23.58075,23.375728000000002,23.08667
EMC10,4.885988,4.745755,4.554432,4.730674,4.307055,4.971701,4.107997,4.549893,4.431914,4.647822,4.861885,4.516474,4.57096,4.616998,5.004649,4.557193,5.112093,4.813904,4.892918,4.709981,4.642087,4.97847,4.62189,4.627543,4.344128
EMC2,5.365003,6.942731,6.801721,6.9066,6.326655,5.064324,6.685276,7.153151,6.403625,7.293936,6.392415,7.807613,7.735819,6.359604,6.085585,5.617524,5.685255,6.135956,5.28509,7.028699,6.361831,6.378841,6.176491,8.271209,7.778064
EMC3,12.172671999999999,12.041958000000001,12.841168,12.744181999999999,12.596684999999999,13.366091,12.360644,12.995121,12.679549999999999,11.952394,13.149123,12.806424,12.910176,13.035208,13.252223,12.721541,13.303192,12.653939,12.187636000000001,12.143755,12.226385,13.44137,12.106167,12.093674,12.040772
EMC6,7.053634,7.282056,7.557941,7.542162,7.91962,7.312715,7.006596,7.797154,7.016123,8.280605,7.239939,7.646651,7.553678,7.201721,6.948112,8.270204,7.286197,7.226134,7.977514,7.417861,6.977674,7.786645,7.453184,7.271945,7.628186
EMC7,6.44955,7.120944,7.398039,7.980087,7.939995,7.021728,7.792094,7.949355,7.882213,7.555458,7.736483,7.40063,8.491692,7.590113,8.917695,7.861101,7.550283,8.165124,7.939323,7.613258,7.02563,8.294352,8.282426,7.253381,7.996486
EMC8,6.432459,6.954635,7.215102,6.682318,7.074853,6.475664,6.328648,6.690544,6.889618,7.22605,6.490407,6.903401,6.979085,6.755474,7.777803,7.135774,6.607773,7.680252,7.49416,6.982572,6.503469,6.449577,6.758177,6.047788,8.01086
EMC9,7.098963,6.393251,6.563033,7.261669,7.594502,6.684486,6.620721,7.562986,6.732721,7.024892,7.283764,7.378644,6.432561,7.509799,7.975731,6.906919,6.98389,6.829667,7.2818,7.563328,6.823445,7.363175,7.921761,6.742418,6.96878
EMCN,5.217911,4.738024,4.541779,4.576714,4.464748,4.670462,4.882271,4.351601,4.902091,4.772487,4.457259,4.654124,4.74389,4.543462,4.664726,4.741952,4.668134,4.583597,4.583989,4.720307,4.79766,4.747004,4.671073,4.71703,4.194091
EMD,6.937373,6.837148,6.954465,6.591947,7.135719,6.543471,6.605565,7.24399,7.401416,7.28058,6.657804,6.278386,6.402469,6.640506,6.91825,6.670619,6.641607,6.836802,6.744622,7.004733,6.327694,6.267909,6.258192,6.726187,7.036928
EMG1,6.79087,7.464705,6.970532,8.809555,8.175004,7.088284,7.055317,8.007611,7.017125,7.940032,7.477563,7.871623,7.266116,7.71665,7.754677,7.492769,7.418109,7.501877,7.288895,8.038171,7.453016,7.768418,7.712853,7.700528,8.131364
EMID1,7.786831,7.241668,7.375025,7.052218,6.77068,7.194733,7.142969,7.197071,6.725475,6.847706,7.321752,6.810619,7.206476,6.990205,7.216176,7.286212,7.157991,7.187815,7.589692,7.33483,7.333766,7.25532,7.008914,7.377375,7.124524
EMILIN1,4.517363,4.24661,4.332538,4.467601,4.500967,4.867229,4.130831,4.422859,4.157961,4.360978,5.125839,4.382145,4.393041,4.54446,4.653467,4.533105,4.627531,4.601789,4.516633,4.798449,4.421543,4.681374,4.4149,4.558095,4.173978
EMILIN2,5.527662,5.408788,5.078068,5.255103,5.107657,5.497565,5.228068,5.016991,5.184904,5.200309,5.113496,5.147629,5.264854,5.087887,5.33885,5.353887,5.424027,4.991905,5.215255,5.428508,5.216857,5.419241,4.928199,5.307306,4.896468
EML1,7.862083,7.732761,7.912632,7.97795,8.336236,7.411754999999999,8.446204999999999,8.988918,9.238237,6.939143,7.587757,7.272022,8.327737,7.560381,7.4131339999999994,7.602892000000001,7.733933,7.481359,7.657628000000001,7.213819,8.22692,7.384895,7.896591,7.376056,7.209732000000001
EML2,20.481109,19.134919,19.651565,20.005632,19.044812,20.116920999999998,19.409516,20.300197,20.161784,18.990427,19.696645,19.8487,19.394073,19.821074,19.90106,19.874082,20.107236,20.490568,19.977573,21.125203,19.702377000000002,20.051465999999998,19.553013,21.305474,20.115702000000002
EML3,20.020830000000004,18.569965,18.873901999999998,19.390408,18.939536,19.607319,17.569833,18.381355,17.632416,20.471308999999998,20.85858,18.115022000000003,19.388792,19.582369999999997,19.476658,18.852764,20.548947,19.439844,18.979334,19.845063,19.048034,19.864911,18.327368,18.259702,18.43937
EML4,5.459719,5.777904,5.646541,5.774839,5.910131,6.365084,5.817136,5.577057,6.335348,6.099796,5.620259,6.224022,6.14003,6.498924,5.970368,6.411074,5.900612,6.073725,6.3133,6.075523,6.486932,6.068004,6.563013,5.835107,6.986014
EMP1,15.089457,17.656989,15.967372999999998,13.377952,13.398432,15.337857,16.068395000000002,15.76053,14.482427999999999,16.075701000000002,12.990356000000002,12.745601,14.914878999999999,15.061304999999999,13.085815999999998,15.154535,17.264743,19.926377000000002,16.382499,14.902382000000001,14.392427999999999,15.542315,18.500746999999997,18.461886,15.414575000000001
EMP2,7.636451,7.768966,8.566012,7.801543,8.93847,7.467945,7.189417,8.139951,8.282779,8.297697,6.913097,8.800111,8.783547,7.474513,7.933025,8.267117,5.760954,8.088312,7.342071,8.261085,8.268032,7.071917,7.794952,8.733214,7.803902
EMP3,6.744979,6.12285,6.103075,7.059084,7.416625,9.006087,7.425618,7.222463,7.093191,7.093738,7.77208,6.604055,6.769408,8.007147,6.829996,6.793473,9.803006,7.185021,7.425705,6.684349,6.279679,7.876755,6.847036,7.059084,7.184182
EMR1,5.967373,5.48496,5.269386,5.512246,5.127122,6.088278,5.69771,5.294964,5.532208,5.403105,5.574254,5.140201,5.577994,5.48585,5.458143,5.686882,5.83476,5.517982,5.581054,5.646159,5.444146,5.846072,5.375804,5.55422,6.220719
EMR2,4.822392,4.641289,4.190368,5.008876,4.640647,5.719796,5.058257,5.098321,4.564142,4.810671,5.374955,4.627963,4.347585,5.623016,4.751089,4.601629,6.308519,4.732804,4.777108,4.857284,4.758902,5.677065,5.07215,4.95557,4.970531
EMR3,5.861084,5.321923,5.042501,5.183027,4.992104,5.848662,5.211846,5.063471,5.227448,4.944537,5.168998,5.190845,5.232437,5.257039,5.36513,5.15734,5.57329,5.16479,5.150856,5.219776,5.331053,5.67173,5.082217,5.580106,5.007404
EMX1,5.351371,4.974825,4.746982,5.045182,5.036101,4.989185,5.262248,4.863939,4.89578,4.925966,5.212231,4.733018,4.927095,5.076602,4.853748,4.925009,5.058915,5.070001,4.962322,5.101985,4.932381,5.05428,4.772114,5.074561,4.581437
EMX2,4.42054,4.23269,3.990712,3.995434,3.9132,4.438732,3.873323,4.081907,3.788787,4.067215,4.016033,3.997179,4.050965,3.985295,4.114025,4.121278,4.313953,4.18708,4.00251,4.018593,4.171671,4.111708,4.083887,4.275861,3.812769
EN1,4.181219,4.071577,3.877522,4.283109,3.883988,4.223923,4.221962,3.937977,3.975301,3.89795,3.935699,3.756307,4.017254,3.937465,3.975815,4.032778,3.977144,3.939465,3.896985,3.959417,3.889015,4.002899,3.895707,3.912089,8.425476
EN2,5.601808,5.598206,5.198749,5.261826,5.143557,5.346355,5.863429,5.077223,5.509875,5.426234,5.198518,5.263346,5.536412,5.108413,5.234065,5.070203,5.394989,5.458716,5.415911,5.345371,5.411011,5.500354,5.028121,5.40076,5.544246
ENAH,7.65545,9.109764,8.707763,8.263386,8.907603,8.452903,8.588485,9.377895,8.45261,8.532382,7.189531,7.956096,7.72364,8.663069,8.120645,9.060813,5.949788,7.960702,8.260404,8.677004,8.577698,8.818796,8.428564,9.498265,9.299474
ENC1,12.459598,13.834053,14.059012,13.200007,13.365365,13.323895,12.070867,12.788951,14.762558000000002,11.633555999999999,11.353111,11.441790000000001,13.273574,12.518128,11.579606,16.486767999999998,12.744406999999999,12.86082,12.312560000000001,12.071792,15.087184,12.686349,13.491615,12.35567,11.508997
ENDOD1,13.113458000000001,14.032067999999999,13.16263,14.441326,11.352106,13.509523999999999,13.081092,11.875969000000001,12.603611,12.388659,11.478351,12.803125999999999,14.503834,12.624447,13.136125,12.611487,11.946064,13.372060000000001,13.219354,12.059815,12.297549,13.505479000000001,12.529046000000001,11.802361999999999,13.755568
ENDOG,5.868154,6.5865,6.365112,6.316819,6.056654,5.405954,5.402702,6.988037,6.598179,6.773459,6.581317,6.059862,6.354552,5.940908,6.927624,6.590196,5.88722,6.280516,5.924037,6.364049,6.606952,5.48413,5.970938,5.604764,6.986252
ENDOU,4.891513,4.517122,4.42359,4.455781,4.258455,4.2664,4.764956,4.238678,4.856063,4.39807,4.073635,4.309994,4.527151,4.336651,4.23827,4.649333,4.292148,4.538366,4.288222,4.537249,4.644924,4.415699,4.19908,4.402709,4.089802
ENG,12.908281,12.043289999999999,12.286244,12.047093,11.831,12.274308,11.699341,12.201901,11.998975999999999,11.932212,11.725509,11.834122,12.316991,11.783622000000001,11.554407999999999,12.235253,13.694811,12.536200999999998,12.500001999999999,11.985987999999999,12.288319999999999,12.447437,11.778727,12.19621,12.098834
ENGASE,16.855255,14.636727,14.111987,13.968575999999999,13.748787,14.105309,14.712396,14.220921,14.270503999999999,13.968986,14.415973,14.121775,14.088822,13.944575,14.639493,14.374786,14.371860999999999,14.506386,14.332202,14.27519,14.849564,14.390551,14.074782,14.525319,13.644867
ENO1,22.716488,26.577393,25.625262,25.93985,26.841225,26.181056,26.814138,25.827491,29.076355,28.795688000000002,22.651655,25.110236,25.9212,26.050231000000004,27.139001999999998,28.90641,27.819729000000002,27.25262,29.006814,26.764992999999997,25.988343,28.770182,27.926086,24.044172000000003,28.714681999999996
ENO2,6.776007,5.613773,5.430782,5.698539,7.283032,6.301562,6.374767,7.948292,6.118445,5.797542,6.76428,5.65768,5.282246,5.88167,5.613428,6.162401,5.771149,5.719017,6.121105,5.583277,5.380915,6.004879,5.59056,7.15746,5.550339
ENO3,5.324513,5.028381,5.032057,5.001359,4.865779,5.086617,4.81895,5.053623,4.716036,5.214298,5.287779,4.86659,4.973252,5.177728,5.228101,5.078287,5.264913,5.305197,5.190647,5.083178,4.936579,4.992728,4.96233,5.193387,5.015683
ENOPH1,5.489428,7.116465,8.411849,7.031376,7.282886,6.455793,6.430548,6.779873,6.623452,6.224813,6.572642,7.498439,6.861515,6.605111,7.244368,7.04051,6.197742,6.212274,6.582783,7.485831,6.982112,7.04374,7.522906,7.47281,7.577467
ENOSF1,25.066646,25.749058,25.087751,26.965792,26.491579,24.349549,23.574943,26.052186,23.336106,25.62876,26.479326999999998,24.36233,25.089497,24.843348,24.675619,25.454119000000002,24.722815000000004,25.807115,25.872183,25.815663,26.129602,24.312293,24.635578000000002,26.774471,25.336103
ENOX1,4.576564,3.855387,3.959811,4.111531,3.942787,4.0597,4.249232,4.191955,4.101594,4.101486,3.909197,4.009773,4.077544,4.068999,4.184763,4.317341,4.210851,4.464317,3.871528,3.994768,4.102845,4.198617,4.076994,4.125338,3.638
ENOX2,14.692906999999998,14.146714,13.906203000000001,14.043481,13.968831999999999,13.586551,14.339956999999998,13.968716,14.116376,14.04955,14.080331000000001,13.947364,13.827710999999999,14.003797000000002,14.608278,14.095745999999998,14.312919,13.619876,13.716650000000001,13.708511999999999,13.956667,14.219603,14.015645,14.391112,15.510145999999999
ENPEP,7.106001,7.260812,6.344424,6.839641,6.786421,6.750889,7.290077,6.282584,7.239694,6.549388,6.619258,6.3173200000000005,6.605873,6.5427990000000005,6.505777999999999,6.635759,6.682271,6.726336,6.674004,6.663392,7.176952,6.573722,6.6676459999999995,6.712077,6.522963
ENPP1,11.28035,10.204755,11.233945,10.850668,10.993082,10.548657,11.295110000000001,9.241142,11.190099,10.265822,10.744344,11.318006,12.221694,14.492968,9.991175,11.35801,10.2084,10.220764,10.169303,10.109412,10.535489,11.012515,10.156054999999999,11.750654999999998,9.060294
ENPP2,10.295077,9.797218,9.095272000000001,9.763127,9.169243999999999,10.883224,10.580259999999999,13.650058999999999,10.19121,9.076978,9.829793,9.40454,9.354593999999999,12.289266000000001,9.193877,9.817898,10.548749,9.17516,12.688127,9.383271,9.920914,10.912224,10.515630999999999,10.039264,11.129611
ENPP4,8.921334,9.93229,9.305567,10.106264,9.208267,8.868591,10.271322999999999,9.549164,10.219643000000001,8.365,8.551063000000001,9.905256,8.442796999999999,9.685238,9.500956,10.262337,8.883163,8.830531,8.901868,8.894395,9.750677,9.573666,11.099643,9.143226,9.321382
ENSA,22.72896,23.425735,23.409111999999997,24.576713,25.414604,22.855983000000002,23.637109,23.810713,23.848456,24.349871,22.717913000000003,23.536563,22.820876,24.358985,23.583272,23.702697,21.347654,24.246237999999998,22.772695,23.260837000000002,24.320443999999995,23.381280999999998,23.260344,23.526972,24.905489
ENTPD1,16.456824,15.911278,14.559598,15.247795,15.437272,17.303277,15.677036,14.860503,15.842175999999998,15.442103,14.836324,15.030499,15.288377,17.173198,15.026978,15.368087,17.025612000000002,15.058907,15.667401000000002,15.325965,15.194596,16.700409,14.721543,15.898086,16.308326
ENTPD1-AS1,6.503504,6.931129,6.224793,6.414299,5.975216,6.321587,6.062232,6.293969,5.868966,6.174144,6.116959,6.212347,7.040159,6.161015,7.30745,6.65428,6.584555,6.823005,6.657283,6.752976,6.412175,6.115196,6.239232,6.202562,6.323183
ENTPD2,5.246962,5.377474,4.86389,4.85507,4.605258,5.009842,5.13673,4.729523,4.76438,4.80772,4.835109,4.73795,4.924713,4.685452,4.923819,4.99496,5.167356,5.027213,4.985964,4.960167,4.730769,5.058655,4.731726,5.0865,4.767341
ENTPD3,7.306303,6.559999,6.292116,6.999867,6.292955,6.640789,6.978158,7.129262,7.21632,6.838779,6.181457,6.665052,6.784455,6.822053,6.350133,6.623234,6.362314,6.573888,6.56013,6.700081,6.32954,7.220722,6.605714,7.146879,5.763005
ENTPD4,12.146851,10.960615,12.035919,11.767363,11.874713,12.470655,11.902775,12.33684,12.190242999999999,10.899075,12.062491999999999,11.826767,11.020827,12.425988,11.609821,13.595594,11.781452999999999,10.980129999999999,11.027191,10.615688,12.996365,11.867799000000002,11.440601000000001,11.8919,11.306701
ENTPD5,5.116129,4.806271,4.725009,4.692106,4.603209,4.876773,4.966446,4.798437,4.812177,4.640103,4.818838,4.707382,4.830197,4.405138,4.863599,4.634881,4.718871,4.692162,4.81997,4.672669,4.732107,4.855281,4.759453,4.789907,4.737751
ENTPD6,7.558486,7.459431,7.874067,7.489351,7.634451,7.223169,7.445531,7.566316,7.930204,8.277403,7.990267,7.131763,8.635384,7.259313,7.862819,7.74987,6.484521,9.402808,7.046103,7.972968,7.999558,7.565861,7.880679,7.505437,7.970499
ENTPD7,5.742044,5.491952,5.072897,5.227342,5.048631,5.220953,5.31968,5.151614,5.564358,5.481944,5.15416,5.126838,5.571949,4.535108,5.597727,5.151716,5.231665,5.321135,4.856639,5.204139,5.158477,5.281931,4.960994,5.30189,4.915191
ENY2,8.380415,9.261634,8.988773,9.233007,8.919607,8.144716,9.317725,9.421815,9.001309,9.644233,9.240944,9.482573,9.688755,8.923062,8.570542,9.441397,8.945784,9.468417,8.936037,9.634634,9.390721,9.301887,9.168429,10.072731,9.869441
EOGT,3.639863,3.315686,3.342305,3.353037,3.30261,3.47309,4.189688,3.723497,3.954322,3.312454,3.598431,3.352286,3.648066,3.66656,3.460854,3.802192,3.820717,3.383746,3.633531,3.444187,3.422073,3.303678,3.588652,3.572305,4.052753
EP300,9.605573,8.785951,10.531567,9.29168,10.191505,9.625295,9.059386,9.76209,9.708317000000001,10.118419,9.781947,9.672516,9.172061,9.707243,9.556311999999998,10.326431,9.412964,9.404523999999999,9.652497,9.652104999999999,9.546004,9.361090999999998,10.454934999999999,10.575022,10.062889
