index,GSM496016,GSM496019,GSM496020,GSM496021,GSM496023,GSM496032,GSM496036,GSM496037,GSM496040,GSM496041,GSM496042,GSM496043
FAM65C,-0.36438331,0.318880903,0.14710995,-0.39220998,-2.5936699,0.16313921,-1.008840857,0.474295483,0.350127227,0.051478599999999985,-0.25868251999999997,0.22980583
FAM66B /// FAM66C /// FAM66D /// LOC101928910 /// LOC102725108,0.40445756,-1.6358829,-0.99598298,-0.9612528600000001,0.86027627,0.60062856,-3.25871522,1.44281954,0.82635942,-2.19802838,0.792830966,-0.6656734000000001
FAM66C /// LOC101928910,1.85653886,-0.23245872999999995,-0.56288225,-1.93092715,-3.5775924999999997,-1.3836698360000002,3.5425303,2.23646807,-1.80791658,-3.9429309999999997,-2.13396889,-1.3484112
FAM66D,1.2645121,-0.045455012,-0.1732008,0.30282673,-0.820063,-0.6752581,0.1844497,0.27319902,0.51218545,-0.29887313,0.007675915,-0.01272654
FAM69A,0.321579704,0.06950144999999999,-3.35825192,2.3641774,-0.37300610999999995,0.028051632,0.08914382000000001,-1.339868076,-0.21612313000000005,-1.0430926600000001,0.0016247139999999993,0.3536969
FAM69B,-2.3162104300000004,-1.01003387,-2.4253476500000004,-0.7873841,-1.25569347,-0.6243017089999999,-1.3408187,3.513650114,-1.0755530320000002,0.25787588999999994,-0.3492921950000001,-1.325601538
FAM69C,-0.28749374,-0.4447757,0.71274316,0.5487941,0.8785985,-0.051678363,1.1553272,0.19350857,0.36909407,-0.45366117,0.53665316,-0.3562099
FAM71A,-0.37681823999999997,-1.2903544,-1.4242636,-0.30165361,0.51372778,-0.16950604999999996,-1.49984527,-0.33345544000000005,0.378561725,0.62351212,-0.8450047,-0.3707104
FAM71A /// FAM71A /// RP11-338C15.5,-1.2405957,0.36868966,0.022226863,-1.6118535,-0.007493728,0.33229107,0.053499587,0.6442276,-1.2080591,-1.1082057,-1.9326386,-0.42279
FAM71B,1.1469962439999999,-0.06609331999999998,-2.3433900100000002,-0.5916016940000001,-0.8364511139999999,-0.61786223,-0.3127335,1.8976865699999999,0.5142027600000001,-0.9074485400000001,-0.13546767000000004,-0.018014394999999947
FAM71C,0.22652443,0.09088143,-1.0129515,-0.8834911,0.4556895,-0.8328871,-0.100062765,1.0223049,0.2937775,-1.3426772,1.0486091,-0.9389677
FAM71D,0.72782356,0.087480634,0.45556304,-1.0119532,-0.2567469,0.3551321,0.3520378,0.92380154,0.032246973,-1.0159509,-1.1161225,0.22447304
FAM71E1,-0.087174445,-0.42161626,-0.43587163,-0.5185442,1.0096469,-0.692558,-0.5598182,0.7670314,0.65644944,-0.018611599,0.32662025,-0.79047537
FAM71E2,-0.30606182,-0.79262505,-1.359823807,-0.13279742,-1.09910326,-0.73821523,-1.25252666,-1.583752464,0.33320340000000004,-2.14398064,-0.07806029999999997,-0.58861649
FAM71F1,0.227055155,-1.06988895,0.88343991,0.09096663999999999,2.18869917,1.9273003199999998,-0.6923899600000001,-0.16236001,-0.49761489000000003,-1.015168251,-0.19057414,0.34131803000000005
FAM71F2,0.08009182,-0.04066811,-0.02528899,-1.1685097,0.9626639,-0.75531554,-0.7062758,-0.233603,-0.10827973,-0.17855349,-0.8158951,-1.69941
FAM72A /// FAM72B /// FAM72C /// FAM72D,0.23997855,-0.31265476,-0.16480395,0.0768093,-0.7910527,0.17284901,0.42039275,-0.48012182,0.36578864,1.0627601,-0.03436716,-0.8485088
FAM73A,0.5073760199999999,0.671534104,-0.105813977,0.41216238,-0.92818046,1.40588875,-0.009295391000000004,0.244708091,-0.6065195800000001,1.02708721,-1.2501189,0.90039006
FAM73B,-0.30125242,0.003821572,0.072534926,0.024374105,0.216622,-0.24248156,-0.32540756,-0.21514603,-0.028767224,-0.13157535,0.35635975,0.06412945
FAM76A,-1.67889636,-0.63872647,1.0881171,0.74417733,-0.93674996,0.6019702979999999,-1.5123161,-0.484010015,1.8340690400000002,1.43213129,-0.66200536,0.90069288
FAM76B,-0.49517975000000003,-0.293764653,-1.171524654,-0.7167762,-1.111361956,0.2170392200000002,0.23368514999999998,1.31576034,1.104554297,1.06476031,0.43143633000000003,-0.317974296
FAM78A /// LOC101927137,0.112815425,0.07876338,-0.4074759,-0.29948056,0.25601262,0.021230465,-0.18525693,1.3700359,-0.38970613,0.03134786,-0.24030553,0.26671597
FAM78B,1.31552622,-0.6547501800000001,-1.30818878,-2.1403326,0.43815475000000004,-0.06406175999999997,-0.3985396,-0.2578981,0.803834235,-0.07810127999999994,0.0007265999999999107,-1.453973
FAM81A,-2.3216261,0.036259719999999995,0.271497594,0.10377618999999993,0.9094644700000001,-0.49360161,-1.102659045,-1.5591515,1.5604724,-0.7317288,0.5131803699999999,0.69640294
FAM81B,-0.92686236,-0.9979667,0.1383499,-1.0875393,0.68946254,0.99787956,0.49772227,1.1048641,-0.027225178,-2.7218776,-0.4904401,0.51771533
FAM83A,0.33946087999999996,0.55036329,4.20221241,1.5911678300000003,-3.31748181,-1.87974707,-3.6113875600000003,-1.650118,-0.125003155,-1.042338552,0.29252000999999994,0.62633835
FAM83B,-0.26186512,0.98459696,0.049744695000000005,0.631224255,-0.9456000800000001,-1.4361494399999999,2.0520790399999997,-1.13339355,0.74562874,0.589709186,0.7716956,0.025427249999999985
FAM83C,-0.595956674,-0.5272586499999999,0.9276873999999999,-0.29144235999999996,-1.07048575,-1.38158945,0.72366413,1.3143965,-1.25631907,-2.06846526,0.10705130000000002,-1.23186588
FAM83C-AS1,-0.3294217,-0.7499017,-1.0670187,-0.85879856,0.309086,0.4507532,-0.35863686,0.0923153,-0.93949175,-0.97803414,0.22904803,-1.0169291
FAM83D,0.25847992,0.02925272,-0.030134356,-0.17434335,-0.8922282,0.6566394,0.22559406,-1.2294668,0.30770004,0.29475078,-0.5854113,-0.07849927
FAM83E,-0.22409154,1.618114,-0.42043874,0.72506684,1.5215644,-1.1516819,0.96936876,0.10815516,-0.008817932,-1.1949466,-0.7340663,1.9522874
FAM83F,0.07077778,0.13242485,0.47482622,-0.03438258,0.33026245,0.8425169,-1.0253404,-0.38602087,-0.7215929,-0.2306642,0.3955331,0.7461794
FAM83G,0.73090243,0.13598405,-0.11360665,-0.6003323,0.7141273,0.2554524,-0.8504195,0.017972358,0.10712122,0.25310358,-0.037782952,-0.061627887
FAM83H,-1.296385515,-0.293966314,-0.11146691999999997,0.113158891,0.05904256000000008,0.37955083,-0.961905252,-1.0864034,0.41674436,1.2067465199999998,0.67400617,-0.8380521300000001
FAM84A,-3.08258644,1.01935755,0.55117135,1.9926305300000005,1.47236355,1.686784707,3.639105075,-1.7591663399999997,-1.2344525,-2.18017131,3.21492086,-0.10842487
FAM84A /// LOC653602,-0.62591237,0.03309719,0.48730445,0.001380563,-0.001382352,-0.17741318,-0.3878794,0.74355215,0.52849954,-1.364203,0.5906422,-0.04770628
FAM84B,-2.7453110599999997,-0.9827963499999999,0.148336772,0.4159506,0.61726601,0.128629084,0.9997964800000001,-0.20717584,1.22220457,-0.5264516,-0.14203427700000001,-0.7334989599999999
FAM86A,-0.22998191,0.34574613,1.0782733,-0.30546394,-1.0623119,-0.002552187,0.61460286,-0.017073965,-0.63424313,0.62596834,-0.1539359,0.5272937
FAM86B1 /// FAM86B2 /// FAM86C1 /// FAM86DP /// FAM86FP,0.6225241,-0.052434478,0.54164016,-0.013245538,-0.29906547,-0.05924656,0.10813152,0.060830932,0.15346183,0.5486507,0.09705672,0.13870247
FAM86B3P,2.23203267,-1.3438273299999999,2.1725927400000002,-2.42896786,-0.9632353600000002,-1.53385201,0.8927480300000001,-0.33001826,1.737726447,4.35650278,0.44214231000000004,-1.81602492
FAM86B3P /// FAM90A1 /// FAM90A25P /// FAM90A2P,-0.032216907,-0.16039698,-1.0924312,0.7389467,1.0964345,-0.5417294,0.14720279,0.031211177,0.45114967,0.4712588,0.49221128,0.24244583
FAM86C1,0.48598152,-0.41739318,-0.05131445,-0.5716214,-0.21793441,0.24315631,0.34366694,0.43908563,0.19320458,0.1420413,-0.28249872,0.11004462
FAM87A /// FAM87B,0.9912827,0.48964917999999996,0.18920980399999998,-2.2917482199999997,-1.1113815999999999,0.8570297,-0.44934374000000005,1.35354547,0.31404246,0.368042197,-1.3978608700000001,1.04396685
FAM89A /// MIR1182,-0.7214902,-0.10137947,0.31587723,-0.37800556,0.99409235,0.2009102,0.78756386,-0.39271122,0.28051654,0.18435463,-0.6738008,-0.5349475
FAM89B,-1.0927139,-0.22202765200000002,0.9637301,0.064199475,0.347098984,-0.017900519000000004,0.33169961,0.87361148,-0.8806851,0.07471822,-0.51073937,0.78271878
FAM8A1,-0.1323296,0.124237716,-0.57957613,0.36538306,0.2880367,-0.002486636,-0.114629105,-0.15190598,-0.3921652,-0.4059478,-0.27783507,0.23914866
FAM90A1,-0.69710755,-0.22815669,0.2513804,-0.10700818,-0.25093699,0.73100245,-0.8691457,0.15548535,-0.18457682,-0.29335868,-0.06329424,-1.0027895
FAM91A1,-0.50318241,0.07410024000000004,-0.41022356000000004,-0.023653166,0.24482461500000002,0.21026142000000003,0.47262636500000005,-0.046956600000000015,0.47393335000000003,-0.52813721,-0.199051117,-0.77617627
FAM92A1,-0.85209018,-3.6405939600000004,-1.9917564700000001,-1.6049117000000002,-2.78136363,3.0149572600000005,-0.40736433000000005,0.45869492700000003,-4.278533400000001,3.04355324,-2.16598164,-0.788582586
FAM95A,-1.189623,1.9535927,-1.2832419,-0.6603476,-1.0847555,-0.6146335,0.76693124,0.4263215,-0.9950615,-0.97803414,-0.93552226,-0.03272728
FAM95B1 /// LOC101928261 /// LOC102724314,-0.015246093,0.71410847,0.14917976,-1.0848396,-0.32211334,1.4577804,-0.16426979,1.9617501,0.35850695,0.49798948,0.7813607,-0.37817618
FAM96A,-0.035112698,0.18987313,0.06115338,-0.033477757,-0.80408335,0.1137287,0.29473373,-0.19757812,0.26541692,0.19970374,-0.26189604,0.020152345
FAM96B,0.08330547,-0.19140461,0.32023498,0.13229138,-0.030892542,0.09749995,-0.38219032,-0.4875731,0.20221308,0.17961277,0.45964995,-0.10286675
FAM98A,0.5210117009999999,0.38599786999999997,-2.2347906699999998,-0.3412864,0.47549928,-0.028003940000000005,0.82955151,0.5001571199999999,0.40057876,0.35351368,0.580858302,-0.59183139
FAM98B,-3.3895258200000002,1.2212406219999998,-0.99105446,0.224968373,-0.873226653,0.78514107,2.2249627,-2.44375371,0.29367874,0.92358262,-2.94416607,-1.7002208799999998
FAM98C,-0.17203331,0.15863158,-0.1551116,-0.16091464,0.20228778,-0.083613425,-0.66916674,0.2104139,-0.29608706,-0.012348165,0.024429945,0.28764904
FAM99B,1.0847684,-1.2199281,0.84938866,0.8589745,0.010980774,-1.0040373,0.6945195,0.39649832,-0.98778516,0.3201571,-0.006515403,1.4312831
FAM9A,0.21870504,-0.5005789,-1.694584,-1.7499485,0.19046481,0.82986253,-1.9835608,-2.0501618,-0.16235216,-0.012968585,-1.5406148,0.32902324
FAM9B,-1.18641146,-1.570913307,-1.70242147,1.785529,-0.4975123,-3.1718498,-2.36557044,1.33495862,-1.7907056,-3.6540228,1.3509152,0.51868179
FAM9C,0.38904327,0.37856358,-0.096660785,-1.3534948,1.3295336,0.46417615,0.9900748,-0.4127797,0.02430139,0.13892731,-0.046883143,0.7566479
FAN1,-0.40919225800000003,-0.24506066999999998,-1.70962887,-1.9101050999999998,-0.16012764000000002,1.56930001,1.32194084,0.74950741,-0.6684672899999999,0.5969902,-0.322556415,-0.03756762800000002
FANCA,1.761871365,-2.6786341900000004,0.011156530000000053,-2.40484375,-1.450286766,0.09647034999999998,0.974478067,-0.361811033,0.43565655999999997,0.06678082400000002,-1.880569136,-4.48178204
FANCB,1.755035025,0.11144952800000002,-1.31366938,-5.1249467,-5.36079506,2.302875826,2.8622946,-1.113607935,1.285373956,1.2409606599999998,-1.57928924,-4.31495606
FANCC,0.047060374000000016,0.07811342999999998,-0.8038415400000001,-0.094183499,0.693570892,0.5399166950000001,-0.8411099000000001,-0.8963406,0.7177613110000001,-0.26616573999999993,-2.5667579570000005,-1.90910437
FANCD2,-1.00722131,-1.25253797,-2.3184188799999994,-1.800403807,-0.6938232339999999,1.1932376,-0.66986963,-0.4456961600000001,-1.660913435,-0.9806027799999999,-3.6586481600000003,-1.6941255700000002
FANCD2OS,0.43280584,-0.5377936,0.11765428,-2.8910804,-0.22975051,0.095289394,-0.417552,0.4981036,-0.3794891,-0.19597766,-0.2247837,0.22960116
FANCE,-0.45046246,-0.28990048,-0.9978178,-0.032397654,-0.16947429,0.15689173,-0.18557341,0.23737034,0.05012596,0.24662198,0.11806359,-0.6699249
FANCF,-1.0947342199999999,0.148468275,0.3707876,-0.472062227,-0.21453157,0.17313674,-0.10418185299999999,-0.61465137,0.201263806,-0.14577761000000003,-0.39760968,-0.4735321
FANCG,-0.06595783,-0.24638167,0.31407025,-0.35867396,-0.15265109,0.19099125,-0.027071698,-0.45443034,0.12982278,0.012075652,0.06513139,-0.14127804
FANCI,-0.01593819000000002,-0.5642856599999999,-1.20243818,-1.5881246599999999,-3.3864282,1.73176312,2.2647875099999997,-2.5034974400000003,3.4830054,1.8660610499999999,-1.341145602,-2.09926311
FANCL,-0.45014176,0.16018917,0.14607425,-0.15581563,0.29898703,-0.11435387,0.39975515,-0.52901375,0.6949927,0.19799817,-0.3608909,-0.3441108
FANCM,0.5365779900000001,-1.6586018200000001,-1.926862022,-1.92253559,-2.02854528,2.1312969400000004,1.57694942,0.04682258000000003,2.83192982,3.027446114,-0.35378243,-1.03128474
FANK1,0.02484598,0.2826773,0.009210596,-0.009296221,0.5265098,-0.060631648,0.013997479,0.22821414,-0.522764,-0.40788287,-0.17758445,0.09903202
FAP,-0.5532127,-0.55570436,-1.231249,-0.4208732,0.61045825,-1.0324718,0.9763048,-0.18618102,0.090338975,1.3394037,0.080164224,-3.0749433
FAR1,-0.9001393700000001,0.68500083,-0.019591394999999998,0.11523787000000002,-0.64063461,-0.44566812100000003,0.79991808,-2.52013388,0.308389874,1.03537685,-0.167503773,0.22516437
FAR1P1 /// FAR1P1,0.14585534,1.3838617,-0.30388814,0.6223718,-1.4779557,-0.15622975,0.47269022,-1.1409858,1.0904483,1.3545471,0.20390119,0.02113161
FAR2,1.97412893,0.8752380900000001,-0.19402231000000003,-0.05025029999999997,0.41487872000000003,1.327024846,-0.95883077,-1.9795471999999998,-1.6844176549999998,1.60443424,-0.64590647,0.3338085100000001
FAR2P2 /// FAR2P3,0.64522797,0.10179492,-1.9000466,-0.2836278,-0.10450578,0.3437372,-0.7917464,0.30467838,-0.724058,0.094610415,-0.4906884,0.2404505
FARP1,1.8563193379999998,0.5919577089999999,-2.5986647099999995,0.31007635499999997,0.4075287040000002,-2.4856095330000003,-2.8247920099999995,2.5876040199999997,-0.162700723,-2.45959542,0.06398808700000003,0.46983901299999997
FARP2,0.48594131699999993,-0.394217142,0.25031986100000003,-0.92869811,2.22499522,1.09151509,1.03048767,0.8147682799999999,0.04726760799999996,-0.7382803029999999,-0.62230019,-1.197313406
FARS2,-0.26781323000000007,-0.9420075,-1.7274283000000001,-1.011459308,0.35762756000000007,-0.44932412999999993,0.92640568,0.776078276,1.26383296,0.06765169199999999,-0.914246186,0.115505087
FARSA,0.326376302,0.5935679500000001,-0.639568,-0.027276140000000004,-0.095251477,0.8503313400000001,1.33164824,-0.52630414,0.83307043,1.06775739,0.18529321999999998,-0.31763105999999997
FARSB,0.85478583,-0.04868465100000001,-1.28859395,-0.25447922,0.284047297,-0.9559482499999999,-0.63636564,-1.21033261,1.36751594,1.11181029,0.33007644,-1.2598101
FAS,1.106764229,4.7405261,-0.75712719,3.4102229000000004,-2.6750773600000004,1.91270095,-0.8365263599999999,2.13238277,-1.93356067,2.59781351,-0.384343575,3.36337706
FAS-AS1,-0.033427835,-3.2963793,0.08115353,0.14658155,0.78894526,0.03234635,-1.2623581,-0.24898727,-0.58266854,-0.61025065,0.22545601,0.15323675
FASLG,-0.84555771,0.035152779999999995,-0.30658992,-0.49610531,-0.45152359,1.59221993,-1.3998125199999998,1.4593959500000002,0.59369619,-0.004300149,0.75601549,1.13589486
FASN,1.676717454,-0.8642310200000001,-0.2476664,-0.910761619,-2.37791724,0.10196816999999991,-0.580362372,-0.64183295,-0.057328920000000005,-0.9991115400000001,-1.48450757,1.37635203
FASTK,-3.011182735,0.60841121,1.08071252,-0.07633030000000002,0.139509821,1.07341834,1.11880522,-0.39012658499999997,-0.384379743,-0.72333501,-1.4685677349999997,-0.61835178
FASTKD1,-0.2694396,0.34602517,0.20156136,0.19552362,-0.4823697,0.045011092,0.3073796,-0.54027396,0.23660633,0.33445385,-0.45391846,-0.12482597
FASTKD2,-0.344827069,0.08080776300000002,-0.803317987,-0.31859488,0.0327036,0.6082818,0.35987870999999994,-0.8599356499999999,1.20393333,1.72793644,0.23677344100000003,-1.6944681
FASTKD3,0.26755378,-0.000877,-0.23633039,-0.083371356,-1.0972444,0.23866868,0.13123214,-0.3220079,-0.033513073,0.0399587,-0.2096235,0.000877
FASTKD5,-0.647076,0.17817466,-0.21689996,0.22340569,-0.49387455,0.7037604,0.5677407,-0.17654067,0.012005571,0.37297446,-0.36652374,-0.2289691
FAT1,-0.1866579,-0.27112347,-0.34497255,0.00417884,0.8755809,0.8748121,0.6428117,-0.12634653,0.120882645,0.34293845,-0.37433043,0.21833791
FAT2,0.12298913,-0.59379596,-0.5071662,1.1640897,-0.44876143,1.033283,0.28538734,-0.90994555,0.65860415,-0.003747802,-0.60931045,0.6390489
FAT3,0.71519618,-2.40269383,-2.660898,-1.1198483700000001,2.29358696,0.541401134,-0.802429327,2.4023273400000003,-0.49744158000000005,-1.91289617,-3.19192144,-1.9970221
FAT4,0.58886707,0.5610169,-0.28646314,0.3745543,-0.67767197,0.46543294,1.1649109,1.1568428,-0.10625866,0.15126687,-0.07511108,0.18421553
FATE1,0.48087928,-0.004864045,0.019933613,-0.48377988,0.1364011,0.26279083,-0.8247693,0.38593373,-0.43024454,0.102663346,-1.2660258,0.2665468
FAU,-0.020243803,0.051126387,-0.10409878,0.10096562,-0.3937254,0.03935627,0.27170944,0.00723362,-0.008326289,0.15999404,0.001305443,-0.21644752
FAXC,2.07682034,-2.21899436,-1.9382082999999999,-0.4705186000000001,-1.35148467,-1.86416104,2.8608553,1.208576576,-2.4137076,-1.3285795,-1.62838209,-1.33868868
FAXDC2,0.212145057,2.06968584,-1.47944111,2.47566535,2.076349603,-0.22457754,-1.1515583580000002,1.39155494,-2.7547135550000004,-4.36235946,-0.24877411499999996,2.57000791
FBF1,-0.9072856599999999,-1.13735506,-2.2408690599999996,-0.73086378,-0.46427847,0.617003127,-1.5679980500000001,1.03236145,1.40538884,1.6749524839999999,-1.2822774700000001,0.22512091
FBL,-0.09399329,-0.1397373,-0.48881513,-0.19738655,-0.29057518,0.1609302,0.31039104,-0.5765699,0.23451059,0.23716076,-0.08254851,-0.4680702
FBLIM1,-0.581078635,1.18602622,0.21561829200000002,-0.49582313499999997,0.286284415,-1.4502374690000002,-1.4578459799999999,0.684145256,1.92403932,-0.2929198,-1.2339179,1.0507783800000001
FBLL1,-1.3832188,0.42540514,0.1784305,-0.18940857,0.08527428,-1.1204146,-1.8666666,0.30084962,-1.9615517,-0.3057859,0.32063666,-0.10930653
FBLL1 /// FBLL1,-0.49647582,-0.77289116,-0.7793366,-0.62112695,-0.6692402,-0.4355852,-0.80594903,-0.25455564,-0.56142557,0.12057827,-0.24237506,-0.2458205
FBLN1,0.7093986929999999,0.10797589999999985,-4.16345619,-1.26887453,-0.29788696199999987,-0.8493787310000002,1.8100523499999999,4.94377426,1.1712867940000002,-0.12897871,1.1869305799999998,0.14496658299999993
FBLN2,-1.9003624,-1.8761566,-0.75730747,-0.6530521,1.8154231,0.8897302,-0.22357823,1.1288549,-1.3636307,1.6994888,-2.031924,-0.6501787
FBLN5,0.32855588,0.79655296,-0.6617678,0.5354242,0.0796244,-0.80820066,0.6044712,1.1263533,-0.58727497,0.14206158,0.16052102,0.3994609
FBLN7,0.3586826,0.2538527,-0.5245696,-0.7910925,0.30342916,0.13142261,-1.9302235,0.592707,-0.07779111,0.009166538,0.96318865,0.2675659
FBN1,1.34233381,0.68803657,-4.6144941,-0.30319255,1.8624198239999998,-1.52935418,2.9473129,2.4492981,-0.487033416,1.94395887,-1.11146339,-2.36775375
FBN2,1.36336089,-2.31339586,-2.54377818,-1.0826312099999997,-0.37159659999999994,0.173221214,0.35738183999999995,3.2576281400000004,-2.4231421600000003,0.25698006000000007,-0.7099591599999999,-0.92477093
FBN3,0.3596939,-1.0890964,-0.033502966,-0.8325762,-0.04722545,-0.25620928,0.116060704,0.9170407,-0.011575802,-0.16104662,-0.005759401,0.14080648
FBP1,-0.41279858,0.2334301,1.0405006,0.050792646,0.64611065,-0.1383057,-0.9165914,-0.17600498,0.84823245,0.037801653,0.23523371,-0.009944789
FBP2,-0.6607789,-0.89650524,3.3511524,-0.81117034,-0.9977442,0.07851368,0.32627982,0.72779673,-0.4728722,-0.847981,0.39828196,-0.3651673
FBRS,0.11847714999999998,-1.061302896,-0.08737343,0.005992620999999997,0.30809703,-0.89176835,-0.47273570000000004,1.11446777,-0.08281789,-1.35521299,-0.618020491,-0.73788453
FBRSL1,-0.2432091500000002,-0.8296145500000001,-2.035432079,-0.14000701100000001,-0.02129864500000006,1.65738271,-0.410723186,0.29226653,1.125400805,0.1358106699999998,-1.629853064,-0.65567604
FBXL12,0.023407150000000015,-0.13537417999999998,-0.029907619999999996,-0.10189833799999999,0.43149426,-0.7576207000000001,-0.10736908,0.64331067,-0.05721784700000001,-1.03531733,0.355064861,0.35532825
FBXL13,-4.7055322,0.365729987,-1.03247826,-1.67447882,-0.225939963,0.6622591059999999,0.53789232,1.15338784,-0.5423089999999999,-0.92872913,-0.9693392399999999,-1.343030273
FBXL14,-2.42131592,1.4395133900000001,0.73061285,-0.67235935,1.054395961,-0.7012663720000001,1.92587317,-1.5375003870000001,3.2380869,-1.7517089359999998,-1.65564365,1.26135751
FBXL15,-0.60702926,0.08388267,0.17168501,-0.20382498,-0.47397038,0.08078721,-0.000537,-0.6529452,-0.49156418,0.12486489,0.018353283,0.14384411
FBXL16,-0.541753175,0.74453382,-0.975216913,-1.0707393,1.14792921,-0.29845742,-1.024300574,-0.88524527,1.1250274,0.76049074,1.2744864,-1.343360231
FBXL17,-1.08402319,0.44994993600000005,-0.951094849,1.08461449,1.6928036,0.8829562280000001,0.7633446100000001,-0.408528103,-0.73597049,1.53605511,-1.200774597,-0.5377675
FBXL18,0.07840496000000013,2.618313701,0.9613717300000001,-0.11871817000000001,-1.172572669,-0.116115464,-1.97099103,3.4615438099999998,-0.24859003000000002,-0.3441302300000001,2.42457155,0.92314002
FBXL19,0.37016186,-0.04399995,0.23503432,0.1756744,0.27623677,0.016295452,-0.10831208,0.2122291,0.282107,-0.4510567,-1.3344183,0.16218393
FBXL19-AS1,0.7526357,0.31333643,-0.69708943,0.03798897,0.4431347,-0.13104668,0.035898164,0.28450203,0.19923042,0.14880209,0.4798682,-0.23511143
FBXL2,0.53422236,-1.232785,-1.0822438,-0.07458928,0.597575,0.114896655,0.10937719,-0.60832506,-2.9335763,0.8225027,-1.2625352,0.21459259
FBXL20,1.203043471,0.8035768899999999,-3.15478009,2.324234772,2.506040017,-1.7801651399999998,2.14487897,1.63858165,-1.8368956900000002,1.529597304,-3.29295151,0.9949370200000001
FBXL21,-2.90397085,-1.8082489999999998,-2.99374001,-2.21752541,0.3425637799999999,-0.29681572000000006,-3.0704168899999997,-3.2433647600000004,-1.4455850000000001,-4.003133,-1.0827566800000001,-2.75968327
FBXL22,-0.3294217,-0.45655385,-1.0670187,-0.3979833,-0.9977442,-0.8328871,1.5169413,0.959126,-1.6600379,0.043617155,0.49522382,0.07263326
FBXL3,-2.54231568,0.29601123900000004,-1.0965339299999999,1.37340007,-0.88836527,-0.07410031999999998,0.38187493,0.6234890200000001,1.31442817,0.49503147999999997,-0.7653642700000001,0.274558476
FBXL4,-0.07878296,0.335702733,-1.30535024,0.61271725,-0.249054395,0.701404078,1.30529607,-1.9701641699999999,0.19874820600000004,1.7469597499999998,-0.605332785,0.55347349
FBXL5,-0.412014759,0.71794826,-0.003407143,0.146621173,-0.35702011,0.251428324,0.466909676,0.408988244,0.53618731,1.1699679,-0.28153678,0.7846018100000001
FBXL6,-0.5705563499999999,-0.27680223000000004,1.21452106,-1.14299071,0.21888267000000006,0.50580811,-0.34825696,2.119286457,1.9390509599999999,-0.75792298,0.47185988,-0.21948993
FBXL7,0.16258048,0.11784301,-0.82263005,-0.14917167,0.07549218,-0.35815468,-0.008259817,0.783164,-0.20694189,0.32520363,0.1014474,-0.26682186
FBXL8,-0.92758185,0.2656297,1.0318055,-1.2733543,0.74170613,-0.53925776,-1.5534866,-0.5052675,0.024900166,0.63230807,-1.3835164,-1.1877522
FBXO10,0.7468105,1.32666015,-1.0152368,-0.8160028599999999,0.916464486,-2.4426155400000003,-1.59749982,0.8019336800000001,2.151968063,-0.86757107,-1.4742741359999998,-0.08885250000000001
FBXO11,-0.7038306000000001,0.04796985600000002,-1.04637148,-0.07762674699999998,0.81849926,0.778491601,1.55618832,-0.5540229400000001,0.7183178499999999,0.861290642,-1.4925963999999998,-0.81667052
FBXO15,0.77764386,-1.4216921,-0.041843206,-1.4034593,0.94476306,1.1763517,0.16995537,0.537807,0.50457186,-1.2687722,-0.9679099,0.2646154
FBXO16,-0.4386622,-0.3497535,0.18582913,0.06147191,-0.45925456,0.7579804,0.6810358,-0.8148321,-0.47222254,0.032978047,0.094813086,0.027678479
FBXO16 /// ZNF395,-2.7411499,-0.61289467,3.0073914,-0.6968963100000001,3.05615824,1.30224633,0.52307258,-1.4030477000000001,-1.18938091,-0.58494809,-1.2614716400000001,0.9502900400000001
FBXO17,2.136067,-0.56379944,-0.08618941,-0.039771043,1.444603,0.7667469,-0.015163366,0.6269921,-0.15596038,-0.8003529,-0.24237506,-0.323782
FBXO18,-0.25638334,0.11862060199999999,-2.14295532,0.6373498,0.37875493000000005,0.766674777,-0.1517174,-1.218004737,0.38954324,-0.11854032,0.99553678,-1.5665180799999998
FBXO2,-0.376950596,-0.3143618,-0.91070295,0.4066472,-1.06697874,1.122351107,-0.99530282,0.03892905000000002,-2.644605,-0.31595941,-1.5321717599999998,-1.75872245
FBXO21,-1.79909696,-0.445306884,-0.6249579599999999,-0.9887084749999999,1.40456328,0.36192525,0.32854658999999997,-0.10711289000000002,-0.055725305,-1.5304527499999998,-1.6888223,-0.9963096499999999
FBXO22,-1.612598228,0.5405333430000001,-0.92817613,-1.032141951,-3.20549325,1.299980268,2.7180926600000004,-0.5860235399999999,5.3858725,2.03084058,-2.84205043,-1.81773177
FBXO24,-1.00341266,0.5983416500000001,-0.9407580699999999,-0.581909182,-0.814751938,-0.53007663,0.56187034,-2.22471378,-0.20442355,1.32221653,1.4341039599999998,0.142110184
FBXO25,-0.2975502,0.48090088,0.6415064,0.23608898,0.06481893,0.50242877,0.44564122,-0.509985,-0.3193474,0.25964275,0.028641831,0.5176879
FBXO27,-0.07687075,1.076617,-0.27489263,0.23186198,-0.47590843,0.29424313,-0.6105564,-0.8866618,0.023510847,-0.6879999,-0.12796567,2.1716685
FBXO28,0.24996010299999996,1.172188665,-0.5369060909999999,1.51658167,-0.515020052,-0.24314052899999997,6.203397829999999,-0.373055916,1.8351144199999998,1.8520889400000002,-0.7135845869999999,-1.2279678200000002
FBXO3,-2.4803081000000002,1.7801171,-4.675526570000001,0.7663389450000001,4.30124052,-0.762394464,0.6209984799999999,0.83018239,0.8476039980000001,-0.582627972,-3.0082466180000003,-5.481119496
